Species,Term,Estimate,SE,t,P-value
Phytolacca_americana,(Intercept),3.8891263626363166,0.19103566918829232,20.358116257352126,2.9513650984269e-25
Phytolacca_americana,"bs(N, df = 2, degree = 1)1",1.863874174051897,0.28397967670050733,6.563406915973037,3.437611117497754e-8
Phytolacca_americana,"bs(N, df = 2, degree = 1)2",2.3724875707385356,0.26526393464433395,8.943875366696828,8.577930917956796e-12
Phytolacca_americana,M1,0.0815591399549815,0.27016523426310274,0.30188614081837944,0.7640430143352801
Phytolacca_americana,I1,-0.15768925685984372,0.2701652342631022,-0.5836770866908694,0.5621704415790947
Phytolacca_americana,"bs(N, df = 2, degree = 1)1:M1",-0.29539307272806037,0.40160791022818404,-0.7355260322442978,0.46559818800152875
Phytolacca_americana,"bs(N, df = 2, degree = 1)2:M1",-0.5005350162496736,0.3751398539824673,-1.3342624382240837,0.18841355899022622
Phytolacca_americana,"bs(N, df = 2, degree = 1)1:I1",-0.02283069409153592,0.40160791022818326,-0.056848218150295164,0.9549020920700292
Phytolacca_americana,"bs(N, df = 2, degree = 1)2:I1",0.0478804890085314,0.3751398539824671,0.1276337038046861,0.8989720823259464
Phytolacca_americana,M1:I1,-0.6071410714042476,0.3820713383765839,-1.5890777727111958,0.11860873318192519
Phytolacca_americana,"bs(N, df = 2, degree = 1)1:M1:I1",0.242832149129928,0.5679593534010137,0.42755198532398114,0.6708893880148523
Phytolacca_americana,"bs(N, df = 2, degree = 1)2:M1:I1",0.7299307586643153,0.5305278692886677,1.375857520252437,0.1752519268312271
