Species,Term,Estimate,SE,t,P-value
Solidago_gigantea,(Intercept),3.8891263626363193,0.1958409057279986,19.85860077688717,8.59057544908262e-25
Solidago_gigantea,"bs(N, df = 2, degree = 1)1",1.8638741740518951,0.291122790469854,6.4023643461362765,6.071581584654494e-8
Solidago_gigantea,"bs(N, df = 2, degree = 1)2",2.3724875707385356,0.2719362799546899,8.724424600990497,1.8108005650373155e-11
Solidago_gigantea,M1,-0.45897557836106767,0.27696086494796607,-1.6571856765658843,0.10400484155306408
Solidago_gigantea,I1,-0.5921779335226004,0.27696086494796557,-2.13812855341081,0.03762504953087368
Solidago_gigantea,"bs(N, df = 2, degree = 1)1:M1",0.08169730383344856,0.4117097985983681,0.1984341983396564,0.8435434406435458
Solidago_gigantea,"bs(N, df = 2, degree = 1)2:M1",0.09760319644151541,0.38457597521320913,0.253794315641803,0.8007384604865576
Solidago_gigantea,"bs(N, df = 2, degree = 1)1:I1",0.3007750622171618,0.41170979859836737,0.7305511387902988,0.46860433106161214
Solidago_gigantea,"bs(N, df = 2, degree = 1)2:I1",0.38906533506865904,0.3845759752132089,1.0116735317461296,0.31676687915714197
Solidago_gigantea,M1:I1,0.12723402338832845,0.39168181145599645,0.3248402648960445,0.7467135474239843
Solidago_gigantea,"bs(N, df = 2, degree = 1)1:M1:I1",0.19434686061247844,0.582245580939707,0.33378846825907216,0.739993069654456
Solidago_gigantea,"bs(N, df = 2, degree = 1)2:M1:I1",-0.8762624147210427,0.5438725599093795,-1.6111539344199424,0.11370333165674618
