Repetition_nr;Nitrogen_level;Soil_conditioning;Setup_IAN;Invasive_species;Species;Status;Shoot_dry_weight;Root_dry_weight
3;8;T;A;Phytolacca_americana;Invasive;I;49,4;11,4
3;8;T;A;Phytolacca_americana;Agrostis;N;22,4;7,6
3;8;T;A;Phytolacca_americana;Centaurea;N;127,2;84,1
3;8;T;A;Phytolacca_americana;Plantago;N;94,5;32,2
3;8;T;A;Phytolacca_americana;Ranunculus;N;1,6;0
1;16;T;A;Phytolacca_americana;Invasive;I;156,4;100,5
1;16;T;A;Phytolacca_americana;Agrostis;N;96,7;53,1
1;16;T;A;Phytolacca_americana;Centaurea;N;187,8;185
1;16;T;A;Phytolacca_americana;Plantago;N;39,1;4,6
1;16;T;A;Phytolacca_americana;Ranunculus;N;51,4;27,8
2;16;T;A;Phytolacca_americana;Invasive;I;103;45
2;16;T;A;Phytolacca_americana;Agrostis;N;40,9;13,9
2;16;T;A;Phytolacca_americana;Centaurea;N;118,6;88,8
2;16;T;A;Phytolacca_americana;Plantago;N;170,3;47,5
2;16;T;A;Phytolacca_americana;Ranunculus;N;168,8;80,9
3;16;T;A;Phytolacca_americana;Invasive;I;58,6;15,3
3;16;T;A;Phytolacca_americana;Agrostis;N;44,3;12,3
3;16;T;A;Phytolacca_americana;Centaurea;N;74;37,5
3;16;T;A;Phytolacca_americana;Plantago;N;89,5;34,9
3;16;T;A;Phytolacca_americana;Ranunculus;N;0;0
1;32;T;A;Phytolacca_americana;Invasive;I;295,6;246,6
1;32;T;A;Phytolacca_americana;Agrostis;N;86,4;52,3
1;32;T;A;Phytolacca_americana;Centaurea;N;14,3;0
1;32;T;A;Phytolacca_americana;Plantago;N;333,8;262,1
1;32;T;A;Phytolacca_americana;Ranunculus;N;0;0
2;32;T;A;Phytolacca_americana;Invasive;I;132,7;73,5
2;32;T;A;Phytolacca_americana;Agrostis;N;127,6;50,3
2;32;T;A;Phytolacca_americana;Centaurea;N;249,2;231,8
2;32;T;A;Phytolacca_americana;Plantago;N;389,2;125
2;32;T;A;Phytolacca_americana;Ranunculus;N;201,8;93,3
3;32;T;A;Phytolacca_americana;Invasive;I;232,5;133,9
3;32;T;A;Phytolacca_americana;Agrostis;N;0;0
3;32;T;A;Phytolacca_americana;Centaurea;N;414,9;333
3;32;T;A;Phytolacca_americana;Plantago;N;171;89,6
3;32;T;A;Phytolacca_americana;Ranunculus;N;209,3;115,4
1;64;T;A;Phytolacca_americana;Invasive;I;223,6;166,6
1;64;T;A;Phytolacca_americana;Agrostis;N;127,9;46,9
1;64;T;A;Phytolacca_americana;Centaurea;N;217,4;170,7
1;64;T;A;Phytolacca_americana;Plantago;N;72,1;50,7
1;64;T;A;Phytolacca_americana;Ranunculus;N;347;203,3
2;64;T;A;Phytolacca_americana;Invasive;I;128,5;40,5
2;64;T;A;Phytolacca_americana;Agrostis;N;129,2;38,1
2;64;T;A;Phytolacca_americana;Centaurea;N;391,9;136,5
2;64;T;A;Phytolacca_americana;Plantago;N;428,2;129
2;64;T;A;Phytolacca_americana;Ranunculus;N;265;136,2
3;64;T;A;Phytolacca_americana;Invasive;I;251,6;143,8
3;64;T;A;Phytolacca_americana;Agrostis;N;169,8;52,3
3;64;T;A;Phytolacca_americana;Centaurea;N;189,7;112,6
3;64;T;A;Phytolacca_americana;Plantago;N;223,5;69,4
3;64;T;A;Phytolacca_americana;Ranunculus;N;90,1;47,3
1;4;T;N;Phytolacca_americana;Agrostis;N;1,6;0
1;4;T;N;Phytolacca_americana;Centaurea;N;78,6;74,3
1;4;T;N;Phytolacca_americana;Plantago;N;4,8;0
1;4;T;N;Phytolacca_americana;Ranunculus;N;3,1;0
2;4;T;N;Phytolacca_americana;Agrostis;N;40,6;39,2
2;4;T;N;Phytolacca_americana;Centaurea;N;25,1;0
2;4;T;N;Phytolacca_americana;Plantago;N;52,3;60,5
2;4;T;N;Phytolacca_americana;Ranunculus;N;0;0
3;4;T;N;Phytolacca_americana;Agrostis;N;15,3;10
3;4;T;N;Phytolacca_americana;Centaurea;N;76,1;107,7
3;4;T;N;Phytolacca_americana;Plantago;N;18,2;15,2
3;4;T;N;Phytolacca_americana;Ranunculus;N;0;0
1;8;T;N;Phytolacca_americana;Agrostis;N;74,9;50,3
1;8;T;N;Phytolacca_americana;Centaurea;N;296,1;189,7
1;8;T;N;Phytolacca_americana;Plantago;N;0;0
1;8;T;N;Phytolacca_americana;Ranunculus;N;0;0
2;8;T;N;Phytolacca_americana;Agrostis;N;32,9;15,1
2;8;T;N;Phytolacca_americana;Centaurea;N;166;126
2;8;T;N;Phytolacca_americana;Plantago;N;149,7;71,7
2;8;T;N;Phytolacca_americana;Ranunculus;N;1,4;0
3;8;T;N;Phytolacca_americana;Agrostis;N;8,9;7,7
3;8;T;N;Phytolacca_americana;Centaurea;N;172,9;171,6
3;8;T;N;Phytolacca_americana;Plantago;N;0;0
3;8;T;N;Phytolacca_americana;Ranunculus;N;0;0
1;16;T;N;Phytolacca_americana;Agrostis;N;31,4;10,7
1;16;T;N;Phytolacca_americana;Centaurea;N;67,4;43,3
1;16;T;N;Phytolacca_americana;Plantago;N;269,5;103,6
1;16;T;N;Phytolacca_americana;Ranunculus;N;0;0
2;16;T;N;Phytolacca_americana;Agrostis;N;203,3;104,5
2;16;T;N;Phytolacca_americana;Centaurea;N;402,9;289
2;16;T;N;Phytolacca_americana;Plantago;N;331;128,7
2;16;T;N;Phytolacca_americana;Ranunculus;N;52,1;23,9
3;16;T;N;Phytolacca_americana;Agrostis;N;242;101,4
3;16;T;N;Phytolacca_americana;Centaurea;N;438,1;273,8
3;16;T;N;Phytolacca_americana;Plantago;N;246,3;139,7
3;16;T;N;Phytolacca_americana;Ranunculus;N;4,5;0
1;32;T;N;Phytolacca_americana;Agrostis;N;236,1;153,4
1;32;T;N;Phytolacca_americana;Centaurea;N;485,1;287,7
1;32;T;N;Phytolacca_americana;Plantago;N;295,6;169,7
1;32;T;N;Phytolacca_americana;Ranunculus;N;108,3;130,4
2;32;T;N;Phytolacca_americana;Agrostis;N;0;0
2;32;T;N;Phytolacca_americana;Centaurea;N;102,3;90,5
2;32;T;N;Phytolacca_americana;Plantago;N;180,3;60,1
2;32;T;N;Phytolacca_americana;Ranunculus;N;12,2;11,9
3;32;T;N;Phytolacca_americana;Agrostis;N;108,5;16,1
3;32;T;N;Phytolacca_americana;Centaurea;N;335,1;220,7
3;32;T;N;Phytolacca_americana;Plantago;N;315,8;133,3
3;32;T;N;Phytolacca_americana;Ranunculus;N;99,7;55
1;64;T;N;Phytolacca_americana;Agrostis;N;280;110
1;64;T;N;Phytolacca_americana;Centaurea;N;371,5;189,4
1;64;T;N;Phytolacca_americana;Plantago;N;351;140,5
1;64;T;N;Phytolacca_americana;Ranunculus;N;182;100,9
2;64;T;N;Phytolacca_americana;Agrostis;N;0,1;0
2;64;T;N;Phytolacca_americana;Centaurea;N;222,8;121,9
2;64;T;N;Phytolacca_americana;Plantago;N;566,4;343,2
2;64;T;N;Phytolacca_americana;Ranunculus;N;145,7;215,1
3;64;T;N;Phytolacca_americana;Agrostis;N;127,3;50,3
3;64;T;N;Phytolacca_americana;Centaurea;N;243,5;242,5
3;64;T;N;Phytolacca_americana;Plantago;N;150,9;89,1
3;64;T;N;Phytolacca_americana;Ranunculus;N;165;93,4
1;4;C;I;Sporobolus_indicus;Invasive;I;22;25,8
2;4;C;I;Sporobolus_indicus;Invasive;I;33;33,8
3;4;C;I;Sporobolus_indicus;Invasive;I;23,9;18,4
1;8;C;I;Sporobolus_indicus;Invasive;I;44,2;13,2
2;8;C;I;Sporobolus_indicus;Invasive;I;166,6;27,1
3;8;C;I;Sporobolus_indicus;Invasive;I;130,4;37,4
1;16;C;I;Sporobolus_indicus;Invasive;I;217,3;73
2;16;C;I;Sporobolus_indicus;Invasive;I;389,8;102,5
3;16;C;I;Sporobolus_indicus;Invasive;I;242,4;65,3
1;32;C;I;Sporobolus_indicus;Invasive;I;290;91,8
2;32;C;I;Sporobolus_indicus;Invasive;I;355,9;109,7
3;32;C;I;Sporobolus_indicus;Invasive;I;125,6;37,1
1;64;C;I;Sporobolus_indicus;Invasive;I;191;76,3
2;64;C;I;Sporobolus_indicus;Invasive;I;125,5;39,9
3;64;C;I;Sporobolus_indicus;Invasive;I;187,5;47,8
1;4;T;I;Sporobolus_indicus;Invasive;I;24,1;26,2
2;4;T;I;Sporobolus_indicus;Invasive;I;42,7;70,9
3;4;T;I;Sporobolus_indicus;Invasive;I;11,5;5,5
1;8;T;I;Sporobolus_indicus;Invasive;I;132,3;95,5
2;8;T;I;Sporobolus_indicus;Invasive;I;161,6;39,3
3;8;T;I;Sporobolus_indicus;Invasive;I;36,5;11,9
1;16;T;I;Sporobolus_indicus;Invasive;I;229,9;87,4
2;16;T;I;Sporobolus_indicus;Invasive;I;134,8;41,4
3;16;T;I;Sporobolus_indicus;Invasive;I;196,7;73,1
1;32;T;I;Sporobolus_indicus;Invasive;I;355,7;87,5
2;32;T;I;Sporobolus_indicus;Invasive;I;346;119,7
3;32;T;I;Sporobolus_indicus;Invasive;I;232,3;51
1;64;T;I;Sporobolus_indicus;Invasive;I;267,8;85,9
2;64;T;I;Sporobolus_indicus;Invasive;I;274,5;65,1
3;64;T;I;Sporobolus_indicus;Invasive;I;221,2;63,4
1;4;C;A;Sporobolus_indicus;Invasive;I;1,5;0
1;4;C;A;Sporobolus_indicus;Agrostis;N;2,3;0,3
1;4;C;A;Sporobolus_indicus;Centaurea;N;50,1;37,5
1;4;C;A;Sporobolus_indicus;Plantago;N;62,6;55,4
1;4;C;A;Sporobolus_indicus;Ranunculus;N;3,2;3,5
2;4;C;A;Sporobolus_indicus;Invasive;I;4;0
2;4;C;A;Sporobolus_indicus;Agrostis;N;16,4;9,5
2;4;C;A;Sporobolus_indicus;Centaurea;N;46,1;46,2
2;4;C;A;Sporobolus_indicus;Plantago;N;17,4;11,3
2;4;C;A;Sporobolus_indicus;Ranunculus;N;0;7,9
3;4;C;A;Sporobolus_indicus;Invasive;I;15,6;7,9
3;4;C;A;Sporobolus_indicus;Agrostis;N;27;13,9
3;4;C;A;Sporobolus_indicus;Centaurea;N;32,2;44,2
3;4;C;A;Sporobolus_indicus;Plantago;N;35,8;12,8
3;4;C;A;Sporobolus_indicus;Ranunculus;N;4,9;0
1;8;C;A;Sporobolus_indicus;Invasive;I;65,7;28,4
1;8;C;A;Sporobolus_indicus;Agrostis;N;0;0
1;8;C;A;Sporobolus_indicus;Centaurea;N;66,7;34,9
1;8;C;A;Sporobolus_indicus;Plantago;N;21,6;7,5
1;8;C;A;Sporobolus_indicus;Ranunculus;N;23,2;2,1
2;8;C;A;Sporobolus_indicus;Invasive;I;52,4;29,8
2;8;C;A;Sporobolus_indicus;Agrostis;N;67,6;32,8
2;8;C;A;Sporobolus_indicus;Centaurea;N;222,2;188
2;8;C;A;Sporobolus_indicus;Plantago;N;132,2;79,6
2;8;C;A;Sporobolus_indicus;Ranunculus;N;0;0
3;8;C;A;Sporobolus_indicus;Invasive;I;49;22
3;8;C;A;Sporobolus_indicus;Agrostis;N;12,1;3
3;8;C;A;Sporobolus_indicus;Centaurea;N;138;43,3
3;8;C;A;Sporobolus_indicus;Plantago;N;33,7;21,8
3;8;C;A;Sporobolus_indicus;Ranunculus;N;6;0
1;16;C;A;Sporobolus_indicus;Invasive;I;1;0
1;16;C;A;Sporobolus_indicus;Agrostis;N;20,9;10,1
1;16;C;A;Sporobolus_indicus;Centaurea;N;108,7;125,1
1;16;C;A;Sporobolus_indicus;Plantago;N;228,6;164,9
1;16;C;A;Sporobolus_indicus;Ranunculus;N;1,3;0
2;16;C;A;Sporobolus_indicus;Invasive;I;130,8;47,7
2;16;C;A;Sporobolus_indicus;Agrostis;N;10,3;2,6
2;16;C;A;Sporobolus_indicus;Centaurea;N;141,7;92,1
2;16;C;A;Sporobolus_indicus;Plantago;N;87,8;26,8
2;16;C;A;Sporobolus_indicus;Ranunculus;N;0;0
3;16;C;A;Sporobolus_indicus;Invasive;I;37,5;7,8
3;16;C;A;Sporobolus_indicus;Agrostis;N;135,2;43
3;16;C;A;Sporobolus_indicus;Centaurea;N;216,3;177,7
3;16;C;A;Sporobolus_indicus;Plantago;N;271;128,5
3;16;C;A;Sporobolus_indicus;Ranunculus;N;0;0
1;32;C;A;Sporobolus_indicus;Invasive;I;142,5;44,6
1;32;C;A;Sporobolus_indicus;Agrostis;N;60,3;16,3
1;32;C;A;Sporobolus_indicus;Centaurea;N;308,3;198,7
1;32;C;A;Sporobolus_indicus;Plantago;N;191,7;69,2
1;32;C;A;Sporobolus_indicus;Ranunculus;N;159;80
2;32;C;A;Sporobolus_indicus;Invasive;I;106,6;44,8
2;32;C;A;Sporobolus_indicus;Agrostis;N;72,5;14,7
2;32;C;A;Sporobolus_indicus;Centaurea;N;556,6;412,8
2;32;C;A;Sporobolus_indicus;Plantago;N;266,5;117,8
2;32;C;A;Sporobolus_indicus;Ranunculus;N;129;71,6
3;32;C;A;Sporobolus_indicus;Invasive;I;127;32,2
3;32;C;A;Sporobolus_indicus;Agrostis;N;198,6;50,3
3;32;C;A;Sporobolus_indicus;Centaurea;N;341,9;203,1
3;32;C;A;Sporobolus_indicus;Plantago;N;221,2;64,7
3;32;C;A;Sporobolus_indicus;Ranunculus;N;126,7;90,8
1;64;C;A;Sporobolus_indicus;Invasive;I;194,5;58,1
1;64;C;A;Sporobolus_indicus;Agrostis;N;97,1;24,3
1;64;C;A;Sporobolus_indicus;Centaurea;N;185,6;92,4
1;64;C;A;Sporobolus_indicus;Plantago;N;403,7;156,5
1;64;C;A;Sporobolus_indicus;Ranunculus;N;154,9;109,1
2;64;C;A;Sporobolus_indicus;Invasive;I;88,6;34,4
2;64;C;A;Sporobolus_indicus;Agrostis;N;139,2;44,9
2;64;C;A;Sporobolus_indicus;Centaurea;N;340;217,4
2;64;C;A;Sporobolus_indicus;Plantago;N;694,6;255,4
2;64;C;A;Sporobolus_indicus;Ranunculus;N;81,7;28,4
3;64;C;A;Sporobolus_indicus;Invasive;I;22,6;6,9
3;64;C;A;Sporobolus_indicus;Agrostis;N;157,6;48,4
3;64;C;A;Sporobolus_indicus;Centaurea;N;365;363,9
3;64;C;A;Sporobolus_indicus;Plantago;N;398,9;184,2
3;64;C;A;Sporobolus_indicus;Ranunculus;N;190,8;64,1
1;4;T;A;Sporobolus_indicus;Invasive;I;19,2;20
1;4;T;A;Sporobolus_indicus;Agrostis;N;6,9;8,9
1;4;T;A;Sporobolus_indicus;Centaurea;N;39,8;24,3
1;4;T;A;Sporobolus_indicus;Plantago;N;13,1;1,7
1;4;T;A;Sporobolus_indicus;Ranunculus;N;15,3;6,3
2;4;T;A;Sporobolus_indicus;Invasive;I;5,8;7,1
2;4;T;A;Sporobolus_indicus;Agrostis;N;0,7;3
2;4;T;A;Sporobolus_indicus;Centaurea;N;47,8;61,8
2;4;T;A;Sporobolus_indicus;Plantago;N;11,9;5,8
2;4;T;A;Sporobolus_indicus;Ranunculus;N;1,1;2,3
3;4;T;A;Sporobolus_indicus;Invasive;I;36,6;27,9
3;4;T;A;Sporobolus_indicus;Agrostis;N;7,9;7,5
3;4;T;A;Sporobolus_indicus;Centaurea;N;35;27,9
3;4;T;A;Sporobolus_indicus;Plantago;N;12,7;27,8
3;4;T;A;Sporobolus_indicus;Ranunculus;N;0;0
1;8;T;A;Sporobolus_indicus;Invasive;I;52,7;26,7
1;8;T;A;Sporobolus_indicus;Agrostis;N;2,3;0
1;8;T;A;Sporobolus_indicus;Centaurea;N;116;124,7
1;8;T;A;Sporobolus_indicus;Plantago;N;34,7;19,5
1;8;T;A;Sporobolus_indicus;Ranunculus;N;2,3;0
2;8;T;A;Sporobolus_indicus;Invasive;I;27,9;12
2;8;T;A;Sporobolus_indicus;Agrostis;N;96,5;39,7
2;8;T;A;Sporobolus_indicus;Centaurea;N;6,3;0
2;8;T;A;Sporobolus_indicus;Plantago;N;110,5;80,9
2;8;T;A;Sporobolus_indicus;Ranunculus;N;0;0
3;8;T;A;Sporobolus_indicus;Invasive;I;41,1;13,7
3;8;T;A;Sporobolus_indicus;Agrostis;N;14,1;4,7
3;8;T;A;Sporobolus_indicus;Centaurea;N;146,1;103,6
3;8;T;A;Sporobolus_indicus;Plantago;N;38,1;10
3;8;T;A;Sporobolus_indicus;Ranunculus;N;2,1;0
1;16;T;A;Sporobolus_indicus;Invasive;I;72,5;22,2
1;16;T;A;Sporobolus_indicus;Agrostis;N;41,4;16,7
1;16;T;A;Sporobolus_indicus;Centaurea;N;319,5;376,6
1;16;T;A;Sporobolus_indicus;Plantago;N;142,7;56
1;16;T;A;Sporobolus_indicus;Ranunculus;N;43,2;25,9
2;16;T;A;Sporobolus_indicus;Invasive;I;146;45,1
2;16;T;A;Sporobolus_indicus;Agrostis;N;47,4;24,7
2;16;T;A;Sporobolus_indicus;Centaurea;N;397,8;320,7
2;16;T;A;Sporobolus_indicus;Plantago;N;366,8;139,2
2;16;T;A;Sporobolus_indicus;Ranunculus;N;183,9;104,4
3;16;T;A;Sporobolus_indicus;Invasive;I;212,4;72,6
3;16;T;A;Sporobolus_indicus;Agrostis;N;155,5;47,5
3;16;T;A;Sporobolus_indicus;Centaurea;N;76,5;63,6
3;16;T;A;Sporobolus_indicus;Plantago;N;292;150
3;16;T;A;Sporobolus_indicus;Ranunculus;N;3;0
1;32;T;A;Sporobolus_indicus;Invasive;I;226,4;77,8
1;32;T;A;Sporobolus_indicus;Agrostis;N;168,6;53,6
1;32;T;A;Sporobolus_indicus;Centaurea;N;181,7;110
1;32;T;A;Sporobolus_indicus;Plantago;N;427,6;179,7
1;32;T;A;Sporobolus_indicus;Ranunculus;N;108,6;59,2
2;32;T;A;Sporobolus_indicus;Invasive;I;96,4;28,3
2;32;T;A;Sporobolus_indicus;Agrostis;N;97,6;34,5
2;32;T;A;Sporobolus_indicus;Centaurea;N;248,7;215
2;32;T;A;Sporobolus_indicus;Plantago;N;27,5;1,5
2;32;T;A;Sporobolus_indicus;Ranunculus;N;173,2;65,8
3;32;T;A;Sporobolus_indicus;Invasive;I;232,5;70,4
3;32;T;A;Sporobolus_indicus;Agrostis;N;123,3;32,5
3;32;T;A;Sporobolus_indicus;Centaurea;N;381,1;255,1
3;32;T;A;Sporobolus_indicus;Plantago;N;495,4;283,6
3;32;T;A;Sporobolus_indicus;Ranunculus;N;198,4;91,2
1;64;T;A;Sporobolus_indicus;Invasive;I;192,7;71,8
1;64;T;A;Sporobolus_indicus;Agrostis;N;21,3;6,4
1;64;T;A;Sporobolus_indicus;Centaurea;N;369,9;240,3
1;64;T;A;Sporobolus_indicus;Plantago;N;411,7;249,5
1;64;T;A;Sporobolus_indicus;Ranunculus;N;133,6;83,3
2;64;T;A;Sporobolus_indicus;Invasive;I;127,1;35
2;64;T;A;Sporobolus_indicus;Agrostis;N;0;0
2;64;T;A;Sporobolus_indicus;Centaurea;N;271,7;147,8
2;64;T;A;Sporobolus_indicus;Plantago;N;352,8;144,4
2;64;T;A;Sporobolus_indicus;Ranunculus;N;156,5;54,3
3;64;T;A;Sporobolus_indicus;Invasive;I;281,2;104,6
3;64;T;A;Sporobolus_indicus;Agrostis;N;9,5;5,1
3;64;T;A;Sporobolus_indicus;Centaurea;N;142,1;59,5
3;64;T;A;Sporobolus_indicus;Plantago;N;124,5;104,5
3;64;T;A;Sporobolus_indicus;Ranunculus;N;0;0
1;4;T;N;Sporobolus_indicus;Agrostis;N;0;0
1;4;T;N;Sporobolus_indicus;Centaurea;N;46;54,4
1;4;T;N;Sporobolus_indicus;Plantago;N;42,3;36,4
1;4;T;N;Sporobolus_indicus;Ranunculus;N;12,9;9,4
2;4;T;N;Sporobolus_indicus;Agrostis;N;4;3,5
2;4;T;N;Sporobolus_indicus;Centaurea;N;35,9;12,4
2;4;T;N;Sporobolus_indicus;Plantago;N;9,6;7,1
2;4;T;N;Sporobolus_indicus;Ranunculus;N;14,2;0
3;4;T;N;Sporobolus_indicus;Agrostis;N;0,4;1,1
3;4;T;N;Sporobolus_indicus;Centaurea;N;39,9;24,5
3;4;T;N;Sporobolus_indicus;Plantago;N;13,7;13,5
3;4;T;N;Sporobolus_indicus;Ranunculus;N;15,5;6,9
1;8;T;N;Sporobolus_indicus;Agrostis;N;79,8;29,2
1;8;T;N;Sporobolus_indicus;Centaurea;N;193,7;149,5
1;8;T;N;Sporobolus_indicus;Plantago;N;0;0
1;8;T;N;Sporobolus_indicus;Ranunculus;N;0;0
2;8;T;N;Sporobolus_indicus;Agrostis;N;23,5;10,1
2;8;T;N;Sporobolus_indicus;Centaurea;N;100,2;50,6
2;8;T;N;Sporobolus_indicus;Plantago;N;71,5;48,9
2;8;T;N;Sporobolus_indicus;Ranunculus;N;7,3;2,5
3;8;T;N;Sporobolus_indicus;Agrostis;N;20,6;16,3
3;8;T;N;Sporobolus_indicus;Centaurea;N;113,3;35,8
3;8;T;N;Sporobolus_indicus;Plantago;N;124;39
3;8;T;N;Sporobolus_indicus;Ranunculus;N;0;0
1;16;T;N;Sporobolus_indicus;Agrostis;N;135,8;54,4
1;16;T;N;Sporobolus_indicus;Centaurea;N;227,6;90,3
1;16;T;N;Sporobolus_indicus;Plantago;N;437,2;281,2
1;16;T;N;Sporobolus_indicus;Ranunculus;N;31,8;40
2;16;T;N;Sporobolus_indicus;Agrostis;N;4,6;0,6
2;16;T;N;Sporobolus_indicus;Centaurea;N;126,3;66,1
2;16;T;N;Sporobolus_indicus;Plantago;N;466,6;130,4
2;16;T;N;Sporobolus_indicus;Ranunculus;N;25,4;0
3;16;T;N;Sporobolus_indicus;Agrostis;N;181,5;105,3
3;16;T;N;Sporobolus_indicus;Centaurea;N;56,3;75,9
3;16;T;N;Sporobolus_indicus;Plantago;N;235;209,3
3;16;T;N;Sporobolus_indicus;Ranunculus;N;3,9;0
1;32;T;N;Sporobolus_indicus;Agrostis;N;408,8;155
1;32;T;N;Sporobolus_indicus;Centaurea;N;383,3;148,6
1;32;T;N;Sporobolus_indicus;Plantago;N;538,3;209,5
1;32;T;N;Sporobolus_indicus;Ranunculus;N;0;0
2;32;T;N;Sporobolus_indicus;Agrostis;N;0;0
2;32;T;N;Sporobolus_indicus;Centaurea;N;126;57,6
2;32;T;N;Sporobolus_indicus;Plantago;N;745,7;288,2
2;32;T;N;Sporobolus_indicus;Ranunculus;N;0;0
3;32;T;N;Sporobolus_indicus;Agrostis;N;93,6;35,7
3;32;T;N;Sporobolus_indicus;Centaurea;N;286;220,4
3;32;T;N;Sporobolus_indicus;Plantago;N;142,6;63
3;32;T;N;Sporobolus_indicus;Ranunculus;N;36,2;21,9
1;64;T;N;Sporobolus_indicus;Agrostis;N;202,6;86,9
1;64;T;N;Sporobolus_indicus;Centaurea;N;133,1;82,5
1;64;T;N;Sporobolus_indicus;Plantago;N;450,6;150,3
1;64;T;N;Sporobolus_indicus;Ranunculus;N;118;30,4
2;64;T;N;Sporobolus_indicus;Agrostis;N;154,3;37,9
2;64;T;N;Sporobolus_indicus;Centaurea;N;104,1;58,6
2;64;T;N;Sporobolus_indicus;Plantago;N;33,6;5,3
2;64;T;N;Sporobolus_indicus;Ranunculus;N;51,2;14,9
3;64;T;N;Sporobolus_indicus;Agrostis;N;229,2;53,3
3;64;T;N;Sporobolus_indicus;Centaurea;N;520;301,9
3;64;T;N;Sporobolus_indicus;Plantago;N;175,6;66,9
3;64;T;N;Sporobolus_indicus;Ranunculus;N;125,6;56,3
1;4;C;I;Erigeron_canadensis;Invasive;I;27;48,6
2;4;C;I;Erigeron_canadensis;Invasive;I;66,7;35,9
3;4;C;I;Erigeron_canadensis;Invasive;I;54;33,4
1;8;C;I;Erigeron_canadensis;Invasive;I;206;82,1
2;8;C;I;Erigeron_canadensis;Invasive;I;245,7;72,9
3;8;C;I;Erigeron_canadensis;Invasive;I;163,8;60,5
1;16;C;I;Erigeron_canadensis;Invasive;I;532,7;283,3
2;16;C;I;Erigeron_canadensis;Invasive;I;507,3;435,3
3;16;C;I;Erigeron_canadensis;Invasive;I;96,2;49,7
1;32;C;I;Erigeron_canadensis;Invasive;I;781,7;525
2;32;C;I;Erigeron_canadensis;Invasive;I;496,3;175,2
3;32;C;I;Erigeron_canadensis;Invasive;I;504;233,7
1;64;C;I;Erigeron_canadensis;Invasive;I;524,1;376,9
2;64;C;I;Erigeron_canadensis;Invasive;I;436,7;131,1
3;64;C;I;Erigeron_canadensis;Invasive;I;266,8;110,3
1;4;T;I;Erigeron_canadensis;Invasive;I;29,8;18,1
2;4;T;I;Erigeron_canadensis;Invasive;I;28,2;19,3
3;4;T;I;Erigeron_canadensis;Invasive;I;56,2;18,2
1;8;T;I;Erigeron_canadensis;Invasive;I;295,3;141,8
2;8;T;I;Erigeron_canadensis;Invasive;I;155,3;72,3
3;8;T;I;Erigeron_canadensis;Invasive;I;134,7;76,4
1;16;T;I;Erigeron_canadensis;Invasive;I;431,5;272,6
2;16;T;I;Erigeron_canadensis;Invasive;I;185;96,2
3;16;T;I;Erigeron_canadensis;Invasive;I;320,3;125,9
1;32;T;I;Erigeron_canadensis;Invasive;I;637,9;547,6
2;32;T;I;Erigeron_canadensis;Invasive;I;925,7;526,4
3;32;T;I;Erigeron_canadensis;Invasive;I;504,1;234
1;64;T;I;Erigeron_canadensis;Invasive;I;858,1;364,6
2;64;T;I;Erigeron_canadensis;Invasive;I;189;77
3;64;T;I;Erigeron_canadensis;Invasive;I;295,3;185,8
1;4;C;A;Erigeron_canadensis;Invasive;I;32,4;7,3
1;4;C;A;Erigeron_canadensis;Agrostis;N;4,1;0,7
1;4;C;A;Erigeron_canadensis;Centaurea;N;63,6;23,9
1;4;C;A;Erigeron_canadensis;Plantago;N;7,6;0
1;4;C;A;Erigeron_canadensis;Ranunculus;N;3,5;9,2
2;4;C;A;Erigeron_canadensis;Invasive;I;15,1;8,2
2;4;C;A;Erigeron_canadensis;Agrostis;N;9,8;15,2
2;4;C;A;Erigeron_canadensis;Centaurea;N;99;37,8
2;4;C;A;Erigeron_canadensis;Plantago;N;34;5,6
2;4;C;A;Erigeron_canadensis;Ranunculus;N;1,1;0
3;4;C;A;Erigeron_canadensis;Invasive;I;44,3;18,9
3;4;C;A;Erigeron_canadensis;Agrostis;N;13,5;10,8
3;4;C;A;Erigeron_canadensis;Centaurea;N;85,2;105,7
3;4;C;A;Erigeron_canadensis;Plantago;N;55,3;21,9
3;4;C;A;Erigeron_canadensis;Ranunculus;N;7;14
1;8;C;A;Erigeron_canadensis;Invasive;I;96,5;29,6
1;8;C;A;Erigeron_canadensis;Agrostis;N;28;20
1;8;C;A;Erigeron_canadensis;Centaurea;N;64,7;32,7
1;8;C;A;Erigeron_canadensis;Plantago;N;142,7;77,4
1;8;C;A;Erigeron_canadensis;Ranunculus;N;0;0
2;8;C;A;Erigeron_canadensis;Invasive;I;72,8;19,3
2;8;C;A;Erigeron_canadensis;Agrostis;N;37,8;22,4
2;8;C;A;Erigeron_canadensis;Centaurea;N;239,7;106,4
2;8;C;A;Erigeron_canadensis;Plantago;N;174,3;69,5
2;8;C;A;Erigeron_canadensis;Ranunculus;N;1,7;0
3;8;C;A;Erigeron_canadensis;Invasive;I;141,4;75,8
3;8;C;A;Erigeron_canadensis;Agrostis;N;61,2;58,4
3;8;C;A;Erigeron_canadensis;Centaurea;N;129,9;196
3;8;C;A;Erigeron_canadensis;Plantago;N;16,1;9,7
3;8;C;A;Erigeron_canadensis;Ranunculus;N;0;0
1;16;C;A;Erigeron_canadensis;Invasive;I;192,1;86,7
1;16;C;A;Erigeron_canadensis;Agrostis;N;84;19,4
1;16;C;A;Erigeron_canadensis;Centaurea;N;483;431,4
1;16;C;A;Erigeron_canadensis;Plantago;N;108,7;56,1
